iter	Logloss
0	0.4828774513
1	0.33673965
2	0.2272087285
3	0.1594080857
4	0.1212333528
5	0.08598106721
6	0.0612255076
7	0.04755819979
8	0.03916076752
9	0.03171822736
10	0.02712199986
11	0.02432630775
12	0.02228544408
13	0.02030441528
14	0.01738535052
15	0.01658230421
16	0.01579229087
17	0.01440680713
18	0.01388219391
19	0.0134493401
20	0.01307959167
21	0.01269802365
22	0.01239300991
23	0.01197925461
24	0.01168579533
25	0.01154101431
26	0.0113531268
27	0.01115119213
28	0.01095660739
29	0.0107161479
30	0.01037941844
31	0.01013793741
32	0.01006705878
33	0.009934941127
34	0.009846048161
35	0.009556324794
36	0.009348852111
37	0.009132385923
38	0.008995810788
39	0.008774175144
40	0.008655306788
41	0.008595132096
42	0.008518786933
43	0.008420625974
44	0.008319571456
45	0.008201936146
46	0.008055964171
47	0.007826509513
48	0.00777221537
49	0.00771080306
50	0.007603842682
51	0.007529586393
52	0.007299977021
53	0.007192301988
54	0.007042606971
55	0.006913492443
56	0.006852835869
57	0.006719356363
58	0.00667413349
59	0.006508130196
60	0.006427238294
61	0.006333204375
62	0.006255608136
63	0.006125805202
64	0.006010557844
65	0.005993384367
66	0.005841538818
67	0.005761522275
68	0.005683054996
69	0.005593890003
70	0.005502438341
71	0.005372921779
72	0.0052975979
73	0.005228841579
74	0.005170663671
75	0.005140416036
76	0.005073754218
77	0.004994088099
78	0.004940977792
79	0.004846300365
80	0.004776222088
81	0.004670031156
82	0.00462295987
83	0.004558481595
84	0.004523403052
85	0.004493262469
86	0.004389706653
87	0.004312990784
88	0.004257981984
89	0.0041982736
90	0.004153966806
91	0.004033187389
92	0.004019977546
93	0.00394403692
94	0.003912290486
95	0.003873499855
96	0.003848440936
97	0.003814389143
98	0.00377163307
99	0.003733924495
100	0.003698464377
101	0.00360657191
102	0.00354160723
103	0.003455613048
104	0.003348003691
105	0.003267339948
106	0.00317772406
107	0.003136302943
108	0.003115035284
109	0.003067802789
110	0.002963452745
111	0.002880631064
112	0.002861045705
113	0.002838291095
114	0.002796959243
115	0.002761558538
116	0.002742565286
117	0.002726546939
118	0.002678465045
119	0.002644098017
120	0.002579431585
121	0.002519787915
122	0.002502630698
123	0.002466053846
124	0.002418440833
125	0.002373274703
126	0.00234601598
127	0.00229834853
128	0.002288483982
129	0.002282140884
130	0.002261211744
131	0.002250086822
132	0.002223953083
133	0.002200234241
134	0.002166274065
135	0.00215114573
136	0.002117625688
137	0.002098883066
138	0.002054711097
139	0.002026634307
140	0.002014096675
141	0.001986336172
142	0.001973255678
143	0.001957197963
144	0.001950591543
145	0.001921907337
146	0.001906444408
147	0.001897248273
148	0.001888103059
149	0.001842826931
150	0.00183243345
151	0.001801800699
152	0.001755395894
153	0.001698894716
154	0.001686969284
155	0.001668773216
156	0.001660723833
157	0.00165157461
158	0.001643289262
159	0.001621944373
160	0.001588640723
161	0.001559730251
162	0.001553600267
163	0.00153770871
164	0.001506427099
165	0.001478957231
166	0.001465530238
167	0.001425822095
168	0.001410790634
169	0.001393252042
170	0.001377204298
171	0.001370155405
172	0.001361677827
173	0.00135404954
174	0.001348247302
175	0.00133626659
176	0.001313006169
177	0.001297147386
178	0.001272815565
179	0.001253157775
180	0.001247536672
181	0.001236050508
182	0.001226314554
183	0.001209466735
184	0.001194900649
185	0.001189318666
186	0.00118068385
187	0.001166274976
188	0.001162230382
189	0.001150436054
190	0.001132548364
191	0.001126234031
192	0.001119762895
193	0.001110119545
194	0.001103799605
195	0.001091951706
196	0.001078189833
197	0.001074459672
198	0.001065796786
199	0.001047904019
200	0.001034890844
201	0.001022990919
202	0.001016761302
203	0.001001732673
204	0.0009893515253
205	0.0009635706431
206	0.0009588324893
207	0.0009491223739
208	0.0009397034729
209	0.0009355230899
210	0.0009291398111
211	0.0009107480024
212	0.0009066497612
213	0.0009016958667
214	0.0008950425863
215	0.0008775566942
216	0.0008665939732
217	0.0008584751012
218	0.0008520277493
219	0.0008450479598
220	0.0008388220751
221	0.000821089441
222	0.0008158182482
223	0.0008106525902
224	0.0008009182867
225	0.0007971214987
226	0.0007937098137
227	0.0007794704078
228	0.0007689718629
229	0.0007648191129
230	0.0007558106142
231	0.0007458125766
232	0.0007397446008
233	0.0007320504187
234	0.0007263620097
235	0.0007202532913
236	0.0007150239491
237	0.0007078281907
238	0.0007045903406
239	0.0007018614314
240	0.0006974693797
241	0.0006928492605
242	0.0006872104045
243	0.0006739011681
244	0.0006696486099
245	0.0006651019538
246	0.0006564406956
247	0.0006548408065
248	0.0006507240545
249	0.0006439552654
250	0.0006381320822
251	0.0006335030502
252	0.0006283493819
253	0.0006237236958
254	0.0006208459096
255	0.0006180515653
256	0.000611538755
257	0.0006053327946
258	0.0006001052466
259	0.0005968144772
260	0.0005893604375
261	0.0005839818088
262	0.0005816124446
263	0.0005751191347
264	0.0005725025978
265	0.0005687642271
266	0.0005656373252
267	0.0005547114106
268	0.0005525193046
269	0.0005466757753
270	0.0005427687643
271	0.0005372834571
272	0.000533865009
273	0.000531619401
274	0.0005265925252
275	0.0005241595477
276	0.000521179007
277	0.0005190374866
278	0.000515390073
279	0.0005136022056
280	0.0005111801062
281	0.0005087877893
282	0.0005010196283
283	0.000498687013
284	0.000496867718
285	0.0004927865754
286	0.0004903500276
287	0.0004845064485
288	0.0004811631044
289	0.0004786102526
290	0.0004756884446
291	0.0004721848961
292	0.0004676377949
293	0.0004659273931
294	0.0004619441434
295	0.0004605363335
296	0.0004584045068
297	0.000456060806
298	0.0004527891139
299	0.0004493300612
300	0.0004435088859
301	0.0004401065
302	0.0004379808309
303	0.000436435286
304	0.0004317671755
305	0.0004289811655
306	0.0004256623386
307	0.0004238093638
308	0.0004225271202
309	0.0004207302029
310	0.0004178180196
311	0.0004163774495
312	0.0004152221206
313	0.0004118073979
314	0.0004077689049
315	0.0004061510366
316	0.000404493714
317	0.0004035714408
318	0.0004023975869
319	0.0003996991979
320	0.0003976412978
321	0.0003954617149
322	0.0003920480761
323	0.0003890754514
324	0.0003878380642
325	0.0003851289503
326	0.0003804978427
327	0.0003788807129
328	0.0003759175136
329	0.0003722002694
330	0.0003704413046
331	0.0003695044846
332	0.0003675147226
333	0.0003660585269
334	0.0003639183934
335	0.0003630707782
336	0.000362042394
337	0.0003557497217
338	0.0003526830567
339	0.0003515696572
340	0.000350374793
341	0.0003493250495
342	0.0003471995031
343	0.0003440016033
344	0.0003429348738
